total_distance,avg_distance,matching,mse,query_no,attack_type,n_selected
0.378198504447937,0.378198504447937,"[(0, 0)]",0.00027936347760260105,22,centroid,110
0.7416889071464539,0.7416889071464539,"[(0, 0)]",0.0010744188912212849,22,score_known,110
22.062868118286133,22.062868118286133,"[(0, 0)]",0.9507229328155518,23,random,10
0.34205618500709534,0.34205618500709534,"[(0, 0)]",0.00022852039546705782,23,centroid,10
0.47926607728004456,0.47926607728004456,"[(0, 0)]",0.00044862492359243333,23,score_known,10
22.827625274658203,22.827625274658203,"[(0, 0)]",1.0177743434906006,23,random,60
0.428879052400589,0.428879052400589,"[(0, 0)]",0.00035925241536460817,23,centroid,60
0.5054895877838135,0.5054895877838135,"[(0, 0)]",0.0004990620072931051,23,score_known,60
23.40908432006836,23.40908432006836,"[(0, 0)]",1.0702836513519287,23,random,110
0.4548725187778473,0.4548725187778473,"[(0, 0)]",0.00040411914233118296,23,centroid,110
0.7534338235855103,0.7534338235855103,"[(0, 0)]",0.0011087158927693963,23,score_known,110
21.58915138244629,21.58915138244629,"[(0, 0)]",0.9103348255157471,24,random,10
0.29193687438964844,0.29193687438964844,"[(0, 0)]",0.0001664592418819666,24,centroid,10
0.4263960123062134,0.4263960123062134,"[(0, 0)]",0.00035510462475940585,24,score_known,10
22.70235824584961,22.70235824584961,"[(0, 0)]",1.0066348314285278,24,random,60
0.37376123666763306,0.37376123666763306,"[(0, 0)]",0.00027284660609439015,24,centroid,60
0.5438599586486816,0.5438599586486816,"[(0, 0)]",0.0005777024198323488,24,score_known,60
23.972312927246094,23.972312927246094,"[(0, 0)]",1.122405767440796,24,random,110
0.40975266695022583,0.40975266695022583,"[(0, 0)]",0.00032792429556138813,24,centroid,110
0.6344523429870605,0.6344523429870605,"[(0, 0)]",0.000786190910730511,24,score_known,110
21.241817474365234,21.241817474365234,"[(0, 0)]",0.881278932094574,25,random,10
0.47518184781074524,0.47518184781074524,"[(0, 0)]",0.00044101133244112134,25,centroid,10
0.5078328251838684,0.5078328251838684,"[(0, 0)]",0.0005036995280534029,25,score_known,10
22.902328491210938,22.902328491210938,"[(0, 0)]",1.0244466066360474,25,random,60
0.49770382046699524,0.49770382046699524,"[(0, 0)]",0.0004838067980017513,25,centroid,60
0.9866055846214294,0.9866055846214294,"[(0, 0)]",0.0019011534750461578,25,score_known,60
21.63884162902832,21.63884162902832,"[(0, 0)]",0.9145302176475525,25,random,110
0.5112828612327576,0.5112828612327576,"[(0, 0)]",0.000510566693264991,25,centroid,110
0.7783554792404175,0.7783554792404175,"[(0, 0)]",0.0011832758318632841,25,score_known,110
22.522254943847656,22.522254943847656,"[(0, 0)]",0.9907264709472656,26,random,10
0.3953216075897217,0.3953216075897217,"[(0, 0)]",0.0003052327665500343,26,centroid,10
0.4558415412902832,0.4558415412902832,"[(0, 0)]",0.00040584278758615255,26,score_known,10
23.4705810546875,23.4705810546875,"[(0, 0)]",1.0759143829345703,26,random,60
0.4139888882637024,0.4139888882637024,"[(0, 0)]",0.00033473983057774603,26,centroid,60
0.7313883304595947,0.7313883304595947,"[(0, 0)]",0.001044783042743802,26,score_known,60
23.578439712524414,23.578439712524414,"[(0, 0)]",1.085825800895691,26,random,110
0.42855754494667053,0.42855754494667053,"[(0, 0)]",0.0003587139945011586,26,centroid,110
0.6419821977615356,0.6419821977615356,"[(0, 0)]",0.0008049632306210697,26,score_known,110
22.702556610107422,22.702556610107422,"[(0, 0)]",1.0066524744033813,27,random,10
0.33068791031837463,0.33068791031837463,"[(0, 0)]",0.00021358301455620676,27,centroid,10
0.42908424139022827,0.42908424139022827,"[(0, 0)]",0.000359596248017624,27,score_known,10
22.84984016418457,22.84984016418457,"[(0, 0)]",1.0197563171386719,27,random,60
0.3612216114997864,0.3612216114997864,"[(0, 0)]",0.000254845799645409,27,centroid,60
0.5086568593978882,0.5086568593978882,"[(0, 0)]",0.0005053355707786977,27,score_known,60
22.195194244384766,22.195194244384766,"[(0, 0)]",0.9621614813804626,27,random,110
0.3943748474121094,0.3943748474121094,"[(0, 0)]",0.00030377248185686767,27,centroid,110
0.6916502714157104,0.6916502714157104,"[(0, 0)]",0.0009343361598439515,27,score_known,110
23.33865737915039,23.33865737915039,"[(0, 0)]",1.06385338306427,28,random,10
0.46287915110588074,0.46287915110588074,"[(0, 0)]",0.0004184709396213293,28,centroid,10
0.661835253238678,0.661835253238678,"[(0, 0)]",0.00085551937809214,28,score_known,10
22.490415573120117,22.490415573120117,"[(0, 0)]",0.9879273772239685,28,random,60
0.4946146309375763,0.4946146309375763,"[(0, 0)]",0.0004778195871040225,28,centroid,60
0.6588619947433472,0.6588619947433472,"[(0, 0)]",0.0008478498202748597,28,score_known,60
23.49485206604004,23.49485206604004,"[(0, 0)]",1.0781407356262207,28,random,110
0.507395327091217,0.507395327091217,"[(0, 0)]",0.0005028321174904704,28,centroid,110
0.79726243019104,0.79726243019104,"[(0, 0)]",0.0012414597440510988,28,score_known,110
22.657621383666992,22.657621383666992,"[(0, 0)]",1.002671480178833,29,random,10
0.5082240700721741,0.5082240700721741,"[(0, 0)]",0.0005044760182499886,29,centroid,10
0.5584932565689087,0.5584932565689087,"[(0, 0)]",0.0006092084222473204,29,score_known,10
22.693016052246094,22.693016052246094,"[(0, 0)]",1.005806565284729,29,random,60
0.5559866428375244,0.5559866428375244,"[(0, 0)]",0.0006037522107362747,29,centroid,60
0.7831839323043823,0.7831839323043823,"[(0, 0)]",0.0011980020208284259,29,score_known,60
22.869884490966797,22.869884490966797,"[(0, 0)]",1.0215461254119873,29,random,110
0.5283398032188416,0.5283398032188416,"[(0, 0)]",0.000545201008208096,29,centroid,110
1.1929301023483276,1.1929301023483276,"[(0, 0)]",0.002779457252472639,29,score_known,110
22.53985595703125,22.53985595703125,"[(0, 0)]",0.9922756552696228,30,random,10
0.3223331570625305,0.3223331570625305,"[(0, 0)]",0.00020292708359193057,30,centroid,10
0.7099255919456482,0.7099255919456482,"[(0, 0)]",0.0009843639563769102,30,score_known,10
