round,AGGREGATION_METHOD,GRAD_MODE,TRIGGER_RATE,IS_SYBIL,ADV_RATE,CHANGE_BASE,IID,main_acc,main_loss,clean_acc,triggered_acc,asr,malicious_rate,benign_rate,avg_malicious_rate,avg_benign_rate,baseline_client_id,malicious_baseline
1,martfl,single,0.5,False,0.2,True,NonIID,0.5543,1.2324731619834899,0.5544,0.5714,0.0,0.0,0.4583333333333333,0.5,0.5833333333333334,7,False
2,martfl,single,0.5,False,0.2,True,NonIID,0.7186,0.7349466933250427,0.729,0.729,0.0862,0.0,0.125,0.3333333333333333,0.4305555555555556,6,False
3,martfl,single,0.5,False,0.2,True,NonIID,0.7424,0.6777008022785187,0.7532,0.7342,0.0842,0.0,0.125,0.25,0.3541666666666667,6,False
4,martfl,single,0.5,False,0.2,True,NonIID,0.7435,0.6867233955860138,0.7576,0.7298,0.0679,0.0,0.041666666666666664,0.2,0.2916666666666667,6,False
5,martfl,single,0.5,False,0.2,True,NonIID,0.7293,0.7090847420692444,0.7468,0.7004,0.0556,0.0,0.041666666666666664,0.16666666666666666,0.25000000000000006,6,False
6,martfl,single,0.5,False,0.2,True,NonIID,0.7582,0.6509715183258057,0.7681,0.7457,0.0761,0.0,0.041666666666666664,0.14285714285714285,0.2202380952380953,6,False
7,martfl,single,0.5,False,0.2,True,NonIID,0.7413,0.6875691421508789,0.7562,0.7356,0.0278,0.0,0.041666666666666664,0.125,0.1979166666666667,6,False
8,martfl,single,0.5,False,0.2,True,NonIID,0.7861,0.5748132843494416,0.802,0.7732,0.0645,0.0,0.041666666666666664,0.1111111111111111,0.1805555555555556,6,False
9,martfl,single,0.5,False,0.2,True,NonIID,0.7929,0.5531327327728272,0.8075,0.7915,0.0694,0.0,0.041666666666666664,0.1,0.1666666666666667,6,False
10,martfl,single,0.5,False,0.2,True,NonIID,0.7917,0.5947209040164948,0.8062,0.7822,0.0669,0.0,0.041666666666666664,0.09090909090909091,0.15530303030303036,6,False
11,martfl,single,0.5,False,0.2,True,NonIID,0.7696,0.632938320016861,0.7845,0.7591,0.0929,0.0,0.041666666666666664,0.08333333333333333,0.1458333333333334,6,False
12,martfl,single,0.5,False,0.2,True,NonIID,0.8043,0.5489150393009186,0.8161,0.7972,0.0929,0.0,0.041666666666666664,0.07692307692307693,0.13782051282051289,6,False
13,martfl,single,0.5,False,0.2,True,NonIID,0.7986,0.5700890672206879,0.8121,0.796,0.0785,0.0,0.041666666666666664,0.07142857142857142,0.13095238095238101,6,False
14,martfl,single,0.5,False,0.2,True,NonIID,0.7936,0.5822336493015289,0.8104,0.7962,0.0861,0.0,0.041666666666666664,0.06666666666666667,0.12500000000000006,6,False
15,martfl,single,0.5,False,0.2,True,NonIID,0.8217,0.5526373670578003,0.8346,0.8136,0.1025,0.0,0.041666666666666664,0.0625,0.11979166666666673,6,False
16,martfl,single,0.5,False,0.2,True,NonIID,0.8012,0.5993328379154206,0.814,0.8019,0.0722,0.0,0.041666666666666664,0.058823529411764705,0.11519607843137261,6,False
17,martfl,single,0.5,False,0.2,True,NonIID,0.7813,0.6486643967151642,0.8031,0.7689,0.0858,0.0,0.041666666666666664,0.05555555555555555,0.11111111111111116,6,False
18,martfl,single,0.5,False,0.2,True,NonIID,0.8028,0.6378511131286622,0.8137,0.7771,0.0517,0.0,0.041666666666666664,0.05263157894736842,0.10745614035087724,6,False
19,martfl,single,0.5,False,0.2,True,NonIID,0.8249,0.5906114219665527,0.8376,0.8184,0.1051,0.0,0.041666666666666664,0.05,0.1041666666666667,6,False
20,martfl,single,0.5,False,0.2,True,NonIID,0.8067,0.650485673713684,0.8246,0.795,0.0955,0.0,0.041666666666666664,0.047619047619047616,0.1011904761904762,6,False
0,martfl,single,0.5,False,0.2,False,NonIID,0.3116,1.7636608570098877,0.3098,0.2991,0.6653,1.0,0.7083333333333334,1.0,0.7083333333333334,,
1,martfl,single,0.5,False,0.2,False,NonIID,0.4651,1.3196926364898682,0.4761,0.4724,0.0,0.16666666666666666,0.5416666666666666,0.5833333333333334,0.625,,
2,martfl,single,0.5,False,0.2,False,NonIID,0.5199,1.3300430646896362,0.5284,0.391,0.6139,1.0,0.5,0.7222222222222223,0.5833333333333334,,
3,martfl,single,0.5,False,0.2,False,NonIID,0.583,1.0650697771072388,0.588,0.5888,0.028,0.0,0.5416666666666666,0.5416666666666667,0.5729166666666666,,
4,martfl,single,0.5,False,0.2,False,NonIID,0.639,0.9151940499305725,0.6441,0.5958,0.2838,1.0,0.625,0.6333333333333334,0.5833333333333333,,
5,martfl,single,0.5,False,0.2,False,NonIID,0.6953,0.7695198909759522,0.6995,0.6101,0.1885,1.0,0.6666666666666666,0.6944444444444445,0.5972222222222222,,
6,martfl,single,0.5,False,0.2,False,NonIID,0.6468,0.9614101886749268,0.6573,0.6223,0.2037,0.0,0.625,0.5952380952380952,0.6011904761904762,,
7,martfl,single,0.5,False,0.2,False,NonIID,0.7191,0.7168028224945069,0.722,0.6012,0.2417,1.0,0.7083333333333334,0.6458333333333334,0.6145833333333333,,
8,martfl,single,0.5,False,0.2,False,NonIID,0.7053,0.7809947081565857,0.724,0.4969,0.4412,1.0,0.5833333333333334,0.6851851851851852,0.611111111111111,,
9,martfl,single,0.5,False,0.2,False,NonIID,0.7361,0.668315193939209,0.7378,0.4113,0.5317,1.0,0.7083333333333334,0.7166666666666667,0.6208333333333332,,
10,martfl,single,0.5,False,0.2,False,NonIID,0.6578,1.2688338746070862,0.6663,0.5073,0.3277,0.0,0.2916666666666667,0.6515151515151515,0.5909090909090908,,
11,martfl,single,0.5,False,0.2,False,NonIID,0.7077,0.7352879660606384,0.7087,0.4514,0.5255,1.0,0.5833333333333334,0.6805555555555557,0.5902777777777777,,
12,martfl,single,0.5,False,0.2,False,NonIID,0.7336,0.6865463156223297,0.7494,0.3251,0.7336,1.0,0.5416666666666666,0.7051282051282052,0.5865384615384615,,
13,martfl,single,0.5,False,0.2,False,NonIID,0.7651,0.5831939652442932,0.7685,0.266,0.7927,1.0,0.7083333333333334,0.7261904761904763,0.5952380952380951,,
14,martfl,single,0.5,False,0.2,False,NonIID,0.7482,0.692028083562851,0.7636,0.2334,0.8522,1.0,0.375,0.7444444444444446,0.5805555555555555,,
15,martfl,single,0.5,False,0.2,False,NonIID,0.762,0.5900381249427795,0.7655,0.2164,0.8696,1.0,0.6666666666666666,0.7604166666666667,0.5859374999999999,,
16,martfl,single,0.5,False,0.2,False,NonIID,0.7609,0.6676450527191162,0.7734,0.1666,0.9271,1.0,0.2916666666666667,0.7745098039215687,0.568627450980392,,
17,martfl,single,0.5,False,0.2,False,NonIID,0.778,0.5558630115509033,0.7845,0.1832,0.91,1.0,0.6666666666666666,0.7870370370370371,0.574074074074074,,
18,martfl,single,0.5,False,0.2,False,NonIID,0.7644,0.6708553421497345,0.7754,0.1789,0.9143,0.8333333333333334,0.2916666666666667,0.7894736842105264,0.5592105263157893,,
19,martfl,single,0.5,False,0.2,False,NonIID,0.7816,0.5455788178443909,0.7891,0.1798,0.9141,1.0,0.6666666666666666,0.8,0.5645833333333331,,
20,martfl,single,0.5,False,0.2,False,NonIID,0.7677,0.6488781649589539,0.7803,0.1427,0.9522,1.0,0.2916666666666667,0.8095238095238095,0.5515873015873014,,
0,martfl,single,0.5,False,0.3,True,NonIID,0.1565,2.023483901977539,0.1559,0.1059,0.9888,1.0,0.6666666666666666,1.0,0.6666666666666666,14,False
1,martfl,single,0.5,False,0.3,True,NonIID,0.2959,3.3467308101654054,0.2934,0.2882,0.0,0.0,0.19047619047619047,0.5,0.42857142857142855,24,False
2,martfl,single,0.5,False,0.3,True,NonIID,0.3789,3.9032469177246094,0.3794,0.367,0.0829,0.0,0.09523809523809523,0.3333333333333333,0.31746031746031744,24,False
3,martfl,single,0.5,False,0.3,True,NonIID,0.4469,3.7300972732543944,0.4512,0.4362,0.0798,0.0,0.047619047619047616,0.25,0.25,24,False
4,martfl,single,0.5,False,0.3,True,NonIID,0.4546,3.824511220550537,0.4551,0.4241,0.0532,0.0,0.047619047619047616,0.2,0.20952380952380953,24,False
5,martfl,single,0.5,False,0.3,True,NonIID,0.4609,4.034687953948975,0.4654,0.4182,0.0322,0.0,0.047619047619047616,0.16666666666666666,0.18253968253968256,24,False
6,martfl,single,0.5,False,0.3,True,NonIID,0.4694,4.206841729736328,0.4694,0.4442,0.0473,0.0,0.047619047619047616,0.14285714285714285,0.163265306122449,24,False
7,martfl,single,0.5,False,0.3,True,NonIID,0.4618,3.934220154571533,0.4666,0.45,0.0809,0.0,0.047619047619047616,0.125,0.14880952380952384,24,False
8,martfl,single,0.5,False,0.3,True,NonIID,0.4872,4.349753380584716,0.4824,0.4691,0.0813,0.0,0.047619047619047616,0.1111111111111111,0.1375661375661376,24,False
9,martfl,single,0.5,False,0.3,True,NonIID,0.4868,4.299486198425293,0.4806,0.4741,0.0884,0.0,0.047619047619047616,0.1,0.12857142857142861,24,False
10,martfl,single,0.5,False,0.3,True,NonIID,0.5025,4.439467069244385,0.4998,0.4801,0.0817,0.0,0.047619047619047616,0.09090909090909091,0.12121212121212124,24,False
11,martfl,single,0.5,False,0.3,True,NonIID,0.5061,4.6070157836914065,0.506,0.4861,0.0764,0.0,0.047619047619047616,0.08333333333333333,0.11507936507936511,24,False
12,martfl,single,0.5,False,0.3,True,NonIID,0.4971,4.388788577270508,0.5004,0.476,0.0641,0.0,0.047619047619047616,0.07692307692307693,0.10989010989010993,24,False
13,martfl,single,0.5,False,0.3,True,NonIID,0.4881,4.150977716064453,0.492,0.4768,0.0791,0.0,0.047619047619047616,0.07142857142857142,0.10544217687074833,24,False
14,martfl,single,0.5,False,0.3,True,NonIID,0.5111,4.564439067077637,0.5087,0.4894,0.0869,0.0,0.047619047619047616,0.06666666666666667,0.10158730158730163,24,False
15,martfl,single,0.5,False,0.3,True,NonIID,0.4892,4.3945687370300295,0.4905,0.4928,0.0966,0.0,0.047619047619047616,0.0625,0.09821428571428575,24,False
16,martfl,single,0.5,False,0.3,True,NonIID,0.5085,5.126738313293457,0.5098,0.4876,0.0607,0.0,0.047619047619047616,0.058823529411764705,0.09523809523809527,24,False
17,martfl,single,0.5,False,0.3,True,NonIID,0.5034,5.247113931274414,0.5003,0.4993,0.1196,0.0,0.047619047619047616,0.05555555555555555,0.09259259259259263,24,False
18,martfl,single,0.5,False,0.3,True,NonIID,0.4973,5.360739909362793,0.5,0.4783,0.0821,0.0,0.047619047619047616,0.05263157894736842,0.09022556390977447,24,False
19,martfl,single,0.5,False,0.3,True,NonIID,0.4895,5.7900700271606445,0.4951,0.4713,0.073,0.0,0.047619047619047616,0.05,0.08809523809523814,24,False
20,martfl,single,0.5,False,0.3,True,NonIID,0.5091,5.599170852661133,0.5123,0.494,0.0975,0.0,0.047619047619047616,0.047619047619047616,0.08616780045351478,24,False
21,martfl,single,0.5,False,0.3,True,NonIID,0.5088,5.756739060974121,0.5115,0.4918,0.092,0.0,0.047619047619047616,0.045454545454545456,0.08441558441558446,24,False
22,martfl,single,0.5,False,0.3,True,NonIID,0.511,5.658676168823242,0.5097,0.4955,0.0839,0.0,0.047619047619047616,0.043478260869565216,0.08281573498964807,24,False
23,martfl,single,0.5,False,0.3,True,NonIID,0.5034,5.747740954589844,0.5036,0.4918,0.1584,0.0,0.047619047619047616,0.041666666666666664,0.0813492063492064,24,False
24,martfl,single,0.5,False,0.3,True,NonIID,0.4976,6.552826316833496,0.4939,0.4966,0.1306,0.0,0.047619047619047616,0.04,0.08000000000000003,24,False
25,martfl,single,0.5,False,0.3,True,NonIID,0.5105,6.446857760620118,0.5135,0.503,0.1133,0.0,0.047619047619047616,0.038461538461538464,0.07875457875457878,24,False
26,martfl,single,0.5,False,0.3,True,NonIID,0.509,6.653876480102539,0.5093,0.4993,0.1121,0.0,0.047619047619047616,0.037037037037037035,0.07760141093474429,24,False
27,martfl,single,0.5,False,0.3,True,NonIID,0.5072,7.044771426391602,0.5083,0.4973,0.0972,0.0,0.047619047619047616,0.03571428571428571,0.07653061224489797,24,False
28,martfl,single,0.5,False,0.3,True,NonIID,0.5031,7.422455253601075,0.5048,0.492,0.0771,0.0,0.047619047619047616,0.034482758620689655,0.0755336617405583,24,False
29,martfl,single,0.5,False,0.3,True,NonIID,0.509,8.073120405578614,0.5095,0.5013,0.0981,0.0,0.047619047619047616,0.03333333333333333,0.0746031746031746,24,False
30,martfl,single,0.5,False,0.3,True,NonIID,0.5111,8.032731364440918,0.5122,0.5,0.1019,0.0,0.047619047619047616,0.03225806451612903,0.07373271889400922,24,False
31,martfl,single,0.5,False,0.3,True,NonIID,0.5002,7.879216059875488,0.5022,0.4853,0.1097,0.0,0.047619047619047616,0.03125,0.07291666666666666,24,False
32,martfl,single,0.5,False,0.3,True,NonIID,0.5082,7.902091323852539,0.5109,0.4989,0.1165,0.0,0.047619047619047616,0.030303030303030304,0.07215007215007213,24,False
33,martfl,single,0.5,False,0.3,True,NonIID,0.5056,8.178529808044434,0.5062,0.5052,0.1006,0.0,0.047619047619047616,0.029411764705882353,0.07142857142857141,24,False
34,martfl,single,0.5,False,0.3,True,NonIID,0.5133,7.954406243896484,0.5118,0.5031,0.1224,0.0,0.047619047619047616,0.02857142857142857,0.07074829931972787,24,False
35,martfl,single,0.5,False,0.3,True,NonIID,0.5127,8.590511819458008,0.5138,0.5058,0.125,0.0,0.047619047619047616,0.027777777777777776,0.07010582010582007,24,False
36,martfl,single,0.5,False,0.3,True,NonIID,0.5049,7.235252182006836,0.5087,0.5014,0.1215,0.0,0.047619047619047616,0.02702702702702703,0.06949806949806947,24,False
37,martfl,single,0.5,False,0.3,True,NonIID,0.5114,8.26626102142334,0.5122,0.5028,0.1132,0.0,0.047619047619047616,0.02631578947368421,0.068922305764411,24,False
38,martfl,single,0.5,False,0.3,True,NonIID,0.4889,8.535611437988281,0.4885,0.4775,0.0677,0.0,0.047619047619047616,0.02564102564102564,0.06837606837606834,24,False
39,martfl,single,0.5,False,0.3,True,NonIID,0.5077,8.190026652526855,0.5079,0.4966,0.1078,0.0,0.047619047619047616,0.025,0.06785714285714281,24,False
40,martfl,single,0.5,False,0.3,True,NonIID,0.5108,8.757161824035645,0.5124,0.5024,0.1109,0.0,0.047619047619047616,0.024390243902439025,0.06736353077816488,24,False
41,martfl,single,0.5,False,0.3,True,NonIID,0.5112,8.80820472869873,0.5116,0.4988,0.0982,0.0,0.047619047619047616,0.023809523809523808,0.06689342403628114,24,False
42,martfl,single,0.5,False,0.3,True,NonIID,0.5098,9.082973049926759,0.5113,0.497,0.1005,0.0,0.047619047619047616,0.023255813953488372,0.06644518272425244,24,False
43,martfl,single,0.5,False,0.3,True,NonIID,0.5114,9.219574482727051,0.512,0.5016,0.1087,0.0,0.047619047619047616,0.022727272727272728,0.06601731601731596,24,False
44,martfl,single,0.5,False,0.3,True,NonIID,0.5123,9.243503155517578,0.5123,0.4998,0.1058,0.0,0.047619047619047616,0.022222222222222223,0.06560846560846555,24,False
45,martfl,single,0.5,False,0.3,True,NonIID,0.5129,9.320696290588378,0.5122,0.5002,0.1039,0.0,0.047619047619047616,0.021739130434782608,0.06521739130434777,24,False
46,martfl,single,0.5,False,0.3,True,NonIID,0.5123,9.35701019744873,0.5128,0.5,0.1019,0.0,0.047619047619047616,0.02127659574468085,0.06484295845997967,24,False
47,martfl,single,0.5,False,0.3,True,NonIID,0.5113,9.341664825439453,0.512,0.4988,0.0976,0.0,0.047619047619047616,0.020833333333333332,0.06448412698412692,24,False
48,martfl,single,0.5,False,0.3,True,NonIID,0.5122,9.347030000305177,0.5122,0.4996,0.1024,0.0,0.047619047619047616,0.02040816326530612,0.06413994169096203,24,False
49,martfl,single,0.5,False,0.3,True,NonIID,0.513,9.334777458190917,0.5116,0.5007,0.1081,0.0,0.047619047619047616,0.02,0.06380952380952375,24,False
50,martfl,single,0.5,False,0.3,True,NonIID,0.5126,9.366957991027832,0.5122,0.5006,0.1049,0.0,0.047619047619047616,0.0196078431372549,0.06349206349206342,24,False
51,martfl,single,0.5,False,0.3,True,NonIID,0.5123,9.339492640686036,0.512,0.5004,0.1032,0.0,0.047619047619047616,0.019230769230769232,0.06318681318681311,24,False
52,martfl,single,0.5,False,0.3,True,NonIID,0.5126,9.363593940734864,0.5122,0.5007,0.102,0.0,0.047619047619047616,0.018867924528301886,0.06289308176100622,24,False
53,martfl,single,0.5,False,0.3,True,NonIID,0.513,9.326267268371582,0.5122,0.5008,0.1044,0.0,0.047619047619047616,0.018518518518518517,0.06261022927689587,24,False
54,martfl,single,0.5,False,0.3,True,NonIID,0.513,9.294108926391601,0.5117,0.501,0.1063,0.0,0.047619047619047616,0.01818181818181818,0.06233766233766226,24,False
55,martfl,single,0.5,False,0.3,True,NonIID,0.5126,9.303817459106446,0.5117,0.4988,0.0996,0.0,0.047619047619047616,0.017857142857142856,0.06207482993197271,24,False
56,martfl,single,0.5,False,0.3,True,NonIID,0.5126,9.259651748657227,0.5117,0.5003,0.1021,0.0,0.047619047619047616,0.017543859649122806,0.06182121971595648,24,False
57,martfl,single,0.5,False,0.3,True,NonIID,0.5128,9.22450479736328,0.5121,0.501,0.1042,0.0,0.047619047619047616,0.017241379310344827,0.061576354679802874,24,False
58,martfl,single,0.5,False,0.3,True,NonIID,0.5127,9.19528637084961,0.5121,0.4996,0.102,0.0,0.047619047619047616,0.01694915254237288,0.061339790153349394,24,False
59,martfl,single,0.5,False,0.3,True,NonIID,0.5129,9.166922076416016,0.5122,0.5002,0.1029,0.0,0.047619047619047616,0.016666666666666666,0.061111111111111026,24,False
60,martfl,single,0.5,False,0.3,True,NonIID,0.5133,9.140128944396972,0.5122,0.4997,0.1011,0.0,0.047619047619047616,0.01639344262295082,0.060889929742388674,24,False
61,martfl,single,0.5,False,0.3,True,NonIID,0.5129,9.111904835510254,0.5118,0.5,0.1028,0.0,0.047619047619047616,0.016129032258064516,0.06067588325652833,24,False
62,martfl,single,0.5,False,0.3,True,NonIID,0.513,9.08135265197754,0.5121,0.4996,0.103,0.0,0.047619047619047616,0.015873015873015872,0.06046863189720324,24,False
63,martfl,single,0.5,False,0.3,True,NonIID,0.5131,9.046839463806153,0.5125,0.4994,0.1037,0.0,0.047619047619047616,0.015625,0.060267857142857054,24,False
64,martfl,single,0.5,False,0.3,True,NonIID,0.5133,9.038479037475586,0.5125,0.4989,0.1002,0.0,0.047619047619047616,0.015384615384615385,0.060073260073259985,24,False
65,martfl,single,0.5,False,0.3,True,NonIID,0.5128,9.001335768127442,0.5123,0.5,0.1033,0.0,0.047619047619047616,0.015151515151515152,0.05988455988455979,24,False
66,martfl,single,0.5,False,0.3,True,NonIID,0.5119,8.971039819335937,0.5116,0.5004,0.1013,0.0,0.047619047619047616,0.014925373134328358,0.05970149253731334,24,False
0,martfl,single,0.5,False,0.3,False,NonIID,0.1565,2.023483901977539,0.1559,0.1059,0.9888,1.0,0.6666666666666666,1.0,0.6666666666666666,,
1,martfl,single,0.5,False,0.3,False,NonIID,0.4278,1.4948671241760254,0.4363,0.465,0.0,0.0,0.5714285714285714,0.5,0.6190476190476191,,
2,martfl,single,0.5,False,0.3,False,NonIID,0.3072,1.6154518650054932,0.2954,0.2618,0.7816,1.0,0.7142857142857143,0.6666666666666666,0.6507936507936508,,
3,martfl,single,0.5,False,0.3,False,NonIID,0.5397,1.1772827660560607,0.5503,0.5694,0.0,0.0,0.5714285714285714,0.5,0.6309523809523809,,
4,martfl,single,0.5,False,0.3,False,NonIID,0.649,0.9247004269599914,0.657,0.4922,0.4631,1.0,0.7142857142857143,0.6,0.6476190476190476,,
5,martfl,single,0.5,False,0.3,False,NonIID,0.6257,1.0671024641036988,0.6403,0.609,0.0525,0.0,0.3333333333333333,0.5,0.5952380952380952,,
6,martfl,single,0.5,False,0.3,False,NonIID,0.6236,0.9944775171279907,0.638,0.3607,0.6802,1.0,0.5238095238095238,0.5714285714285714,0.5850340136054423,,
7,martfl,single,0.5,False,0.3,False,NonIID,0.694,0.8182010847091675,0.7014,0.5185,0.3315,0.5555555555555556,0.47619047619047616,0.5694444444444444,0.5714285714285715,,
8,martfl,single,0.5,False,0.3,False,NonIID,0.6171,1.2589738346099852,0.6218,0.513,0.4196,0.0,0.2857142857142857,0.5061728395061729,0.5396825396825398,,
9,martfl,single,0.5,False,0.3,False,NonIID,0.7246,0.698948497390747,0.7284,0.4911,0.4248,1.0,0.6666666666666666,0.5555555555555556,0.5523809523809524,,
10,martfl,single,0.5,False,0.3,False,NonIID,0.7118,0.772970281791687,0.7223,0.3188,0.7377,1.0,0.5714285714285714,0.5959595959595959,0.5541125541125541,,
11,martfl,single,0.5,False,0.3,False,NonIID,0.7267,0.7168410202980041,0.7306,0.2241,0.8597,1.0,0.6190476190476191,0.6296296296296297,0.5595238095238096,,
12,martfl,single,0.5,False,0.3,False,NonIID,0.7226,0.7509631349563599,0.7356,0.2005,0.8892,1.0,0.5238095238095238,0.6581196581196581,0.5567765567765568,,
13,martfl,single,0.5,False,0.3,False,NonIID,0.7401,0.6618208925247192,0.7433,0.1786,0.9153,1.0,0.6190476190476191,0.6825396825396826,0.5612244897959184,,
14,martfl,single,0.5,False,0.3,False,NonIID,0.744,0.7167665205478668,0.7566,0.1637,0.9299,0.8888888888888888,0.38095238095238093,0.6962962962962963,0.5492063492063493,,
15,martfl,single,0.5,False,0.3,False,NonIID,0.7482,0.6241772048950195,0.7524,0.155,0.9406,1.0,0.6190476190476191,0.7152777777777778,0.5535714285714286,,
16,martfl,single,0.5,False,0.3,False,NonIID,0.7658,0.6297370999336243,0.7794,0.1415,0.9537,1.0,0.38095238095238093,0.7320261437908497,0.5434173669467788,,
17,martfl,single,0.5,False,0.3,False,NonIID,0.7612,0.5846614494323731,0.7687,0.1408,0.9551,1.0,0.6190476190476191,0.7469135802469136,0.5476190476190477,,
18,martfl,single,0.5,False,0.3,False,NonIID,0.7666,0.6307291922569275,0.7802,0.1421,0.9531,1.0,0.38095238095238093,0.7602339181286549,0.5388471177944862,,
19,martfl,single,0.5,False,0.3,False,NonIID,0.7705,0.5690606202602386,0.7773,0.1363,0.9597,1.0,0.6190476190476191,0.7722222222222223,0.5428571428571429,,
20,martfl,single,0.5,False,0.3,False,NonIID,0.7735,0.6123874756336212,0.7861,0.1267,0.969,1.0,0.38095238095238093,0.783068783068783,0.5351473922902494,,
0,martfl,single,0.5,False,0.4,True,NonIID,0.1,2.22146431388855,0.0975,0.0975,1.0,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.6666666666666666,14,False
1,martfl,single,0.5,False,0.4,True,NonIID,0.4251,1.712597004699707,0.4284,0.4475,0.0,0.0,0.3888888888888889,0.4583333333333333,0.5277777777777778,24,False
2,martfl,single,0.5,False,0.4,True,NonIID,0.4281,1.6125419597625732,0.4221,0.4263,0.2802,0.0,0.4444444444444444,0.3055555555555555,0.5,24,False
3,martfl,single,0.5,False,0.4,True,NonIID,0.3812,2.6157441585540773,0.3789,0.381,0.171,0.0,0.1111111111111111,0.22916666666666666,0.4027777777777778,24,False
4,martfl,single,0.5,False,0.4,True,NonIID,0.4447,2.4922407524108885,0.4502,0.4535,0.1111,0.0,0.05555555555555555,0.18333333333333332,0.33333333333333337,24,False
5,martfl,single,0.5,False,0.4,True,NonIID,0.4568,2.8641163711547852,0.4573,0.4525,0.0744,0.0,0.05555555555555555,0.15277777777777776,0.28703703703703703,24,False
6,martfl,single,0.5,False,0.4,True,NonIID,0.4648,2.825120859909058,0.4705,0.4306,0.037,0.0,0.05555555555555555,0.13095238095238096,0.253968253968254,24,False
7,martfl,single,0.5,False,0.4,True,NonIID,0.4572,3.000617769622803,0.4592,0.433,0.0537,0.0,0.05555555555555555,0.11458333333333333,0.22916666666666669,24,False
8,martfl,single,0.5,False,0.4,True,NonIID,0.4811,3.368072562408447,0.4872,0.4607,0.0586,0.0,0.05555555555555555,0.10185185185185185,0.20987654320987656,24,False
9,martfl,single,0.5,False,0.4,True,NonIID,0.48,3.3804541122436524,0.486,0.4392,0.036,0.0,0.05555555555555555,0.09166666666666666,0.19444444444444448,24,False
10,martfl,single,0.5,False,0.4,True,NonIID,0.4828,3.7558760818481445,0.4891,0.4372,0.02,0.0,0.05555555555555555,0.08333333333333333,0.18181818181818182,24,False
11,martfl,single,0.5,False,0.4,True,NonIID,0.5,3.8215201057434083,0.5009,0.4552,0.0425,0.0,0.05555555555555555,0.07638888888888888,0.17129629629629628,24,False
12,martfl,single,0.5,False,0.4,True,NonIID,0.4988,3.4089225593566894,0.4948,0.4995,0.1045,0.0,0.05555555555555555,0.07051282051282051,0.16239316239316237,24,False
13,martfl,single,0.5,False,0.4,True,NonIID,0.4971,3.3613996757507323,0.4968,0.4956,0.1061,0.0,0.05555555555555555,0.06547619047619048,0.1547619047619047,24,False
14,martfl,single,0.5,False,0.4,True,NonIID,0.5112,3.9202691429138183,0.5121,0.4873,0.0772,0.0,0.05555555555555555,0.06111111111111111,0.14814814814814808,24,False
15,martfl,single,0.5,False,0.4,True,NonIID,0.5105,3.9087412261962893,0.511,0.4941,0.0731,0.0,0.05555555555555555,0.057291666666666664,0.14236111111111105,24,False
16,martfl,single,0.5,False,0.4,True,NonIID,0.488,4.528646699523926,0.5012,0.4693,0.0498,0.0,0.05555555555555555,0.053921568627450976,0.13725490196078424,24,False
17,martfl,single,0.5,False,0.4,True,NonIID,0.4837,4.6745055519104,0.4885,0.4663,0.0365,0.0,0.05555555555555555,0.05092592592592592,0.13271604938271597,24,False
18,martfl,single,0.5,False,0.4,True,NonIID,0.5083,4.457469618988037,0.5108,0.5005,0.098,0.0,0.05555555555555555,0.04824561403508772,0.12865497076023383,24,False
19,martfl,single,0.5,False,0.4,True,NonIID,0.508,4.510953795623779,0.5078,0.4986,0.0883,0.0,0.05555555555555555,0.04583333333333333,0.12499999999999992,24,False
20,martfl,single,0.5,False,0.4,True,NonIID,0.5099,4.64587353591919,0.5116,0.49,0.0763,0.0,0.05555555555555555,0.04365079365079365,0.1216931216931216,24,False
21,martfl,single,0.5,False,0.4,True,NonIID,0.512,4.6639504028320315,0.5114,0.4958,0.0881,0.0,0.05555555555555555,0.041666666666666664,0.11868686868686859,24,False
22,martfl,single,0.5,False,0.4,True,NonIID,0.5035,4.994969784545899,0.5055,0.4902,0.0699,0.0,0.05555555555555555,0.03985507246376811,0.11594202898550714,24,False
23,martfl,single,0.5,False,0.4,True,NonIID,0.507,5.1164700790405275,0.5106,0.4942,0.0857,0.0,0.05555555555555555,0.03819444444444444,0.11342592592592582,24,False
24,martfl,single,0.5,False,0.4,True,NonIID,0.5121,5.813989295959472,0.5148,0.4957,0.0861,0.0,0.05555555555555555,0.03666666666666667,0.111111111111111,24,False
25,martfl,single,0.5,False,0.4,True,NonIID,0.5073,5.9597194915771485,0.5117,0.4974,0.0856,0.0,0.05555555555555555,0.035256410256410256,0.10897435897435886,24,False
26,martfl,single,0.5,False,0.4,True,NonIID,0.4987,5.36585491027832,0.4954,0.4902,0.1139,0.0,0.05555555555555555,0.033950617283950615,0.10699588477366244,24,False
27,martfl,single,0.5,False,0.4,True,NonIID,0.5021,4.0386029029846195,0.4999,0.4923,0.0924,0.0,0.05555555555555555,0.03273809523809524,0.10515873015873003,24,False
28,martfl,single,0.5,False,0.4,True,NonIID,0.5144,5.60511623840332,0.5126,0.4963,0.1229,0.0,0.05555555555555555,0.03160919540229885,0.10344827586206884,24,False
29,martfl,single,0.5,False,0.4,True,NonIID,0.5109,6.0070272659301756,0.5106,0.4976,0.1034,0.0,0.05555555555555555,0.030555555555555555,0.10185185185185172,24,False
30,martfl,single,0.5,False,0.4,True,NonIID,0.5014,5.7312829879760745,0.5013,0.4971,0.0972,0.0,0.05555555555555555,0.029569892473118278,0.10035842293906798,24,False
